	TCGA-E9-A1RD-11A-33R-A156-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A18U-11A-23R-A12C-13	TCGA-BH-A18P-11A-43R-A12C-13	TCGA-BH-A0DV-11A-22R-A12O-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-E9-A1N6-11A-32R-A143-13	TCGA-BH-A0BS-11A-11R-A12O-13	TCGA-BH-A18Q-11A-34R-A12C-13	TCGA-E9-A1R7-11A-42R-A14L-13	TCGA-BH-A1FH-11B-42R-A13P-13	TCGA-E2-A1IG-11A-22R-A143-13	TCGA-BH-A18M-11A-33R-A12C-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A1FJ-11B-42R-A13P-13	TCGA-BH-A0B7-11A-34R-A114-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0B5-11A-23R-A12O-13	TCGA-BH-A1FM-11B-23R-A13P-13	TCGA-E9-A1NF-11A-73R-A14C-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-BH-A0BQ-11A-33R-A114-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A1FN-11A-34R-A13P-13	TCGA-E2-A15K-11A-13R-A12O-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-E2-A1L7-11A-33R-A143-13	TCGA-BH-A18R-11A-42R-A12C-13	TCGA-BH-A0BZ-11A-61R-A12O-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-E2-A158-11A-22R-A12C-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0DG-11A-43R-A12O-13	TCGA-BH-A1FE-11B-14R-A13P-13	TCGA-E9-A1RH-11A-34R-A168-13	TCGA-BH-A0C3-11A-23R-A12O-13	TCGA-AC-A2FM-11B-32R-A19V-13	TCGA-GI-A2C9-11A-22R-A21U-13	TCGA-BH-A204-11A-53R-A156-13	TCGA-BH-A203-11A-42R-A168-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A1FB-11A-33R-A13P-13	TCGA-BH-A1EO-11A-31R-A136-13	TCGA-E9-A1RI-11A-41R-A168-13	TCGA-BH-A0DT-11A-12R-A12C-13	TCGA-A7-A13G-11A-51R-A13P-13	TCGA-BH-A209-11A-42R-A156-13	TCGA-BH-A1EV-11A-24R-A136-13	TCGA-E9-A1NA-11A-33R-A143-13	TCGA-A7-A13E-11A-61R-A12O-13	TCGA-E9-A1RC-11A-33R-A156-13	TCGA-A7-A13F-11A-42R-A12O-13	TCGA-BH-A1F2-11A-32R-A13P-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A1F0-11B-23R-A136-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-AC-A23H-11A-12R-A156-13	TCGA-BH-A1EU-11A-23R-A136-13	TCGA-BH-A18J-11A-31R-A12C-13	TCGA-BH-A208-11A-51R-A156-13	TCGA-BH-A1F6-11B-94R-A13P-13	TCGA-E2-A1LS-11A-32R-A156-13	TCGA-E9-A1NG-11A-52R-A14L-13	TCGA-BH-A0HA-11A-31R-A12O-13	TCGA-E2-A1BC-11A-32R-A12O-13	TCGA-E2-A1LB-11A-22R-A143-13	TCGA-E2-A153-11A-31R-A12C-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-E9-A1RB-11A-33R-A156-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A1EN-11A-23R-A13P-13	TCGA-E2-A1LH-11A-22R-A14C-13	TCGA-BH-A1FR-11B-42R-A13P-13	TCGA-BH-A0DD-11A-23R-A12O-13	TCGA-BH-A1F8-11B-21R-A13P-13	TCGA-BH-A0BW-11A-12R-A114-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A1EW-11B-33R-A136-13	TCGA-BH-A18N-11A-43R-A12C-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-E9-A1RF-11A-32R-A156-13	TCGA-BH-A18K-11A-13R-A12C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A0AU-11A-11R-A12O-13	TCGA-BH-A0DO-11A-22R-A12C-13	TCGA-BH-A0AZ-11A-22R-A12O-13	TCGA-BH-A1ET-11B-23R-A136-13	TCGA-E9-A1ND-11A-43R-A143-13	TCGA-AC-A2FB-11A-13R-A17A-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DL-11A-13R-A114-13	TCGA-E9-A1N9-11A-71R-A14C-13	TCGA-E2-A15M-11A-22R-A12C-13	TCGA-E2-A15I-11A-32R-A136-13	TCGA-BH-A18S-11A-43R-A12C-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-BH-A0H5-11A-62R-A114-13
hsa-miR-18a-5p	2.412893	2.402054	10.300245	1.987243	4.197028	2.188919	2.279409	3.47271	3.106803	4.557954	0.526257	3.54183	4.364926	1.776085	2.56209	1.276808	1.56132	4.800171	8.089094	1.597096	3.348245	14.508142	0.850881	1.727985	2.791452	2.937224	2.824078	1.632411	7.581272	2.798369	2.767704	2.793863	9.149845	1.729463	2.709162	1.760709	3.429907	8.096209	0.842706	5.182028	4.003844	2.334182	5.07617	3.024022	2.28753	10.1162	12.085242	4.344266	3.31343	8.500004	1.741023	1.181688	3.124994	11.628474	8.265714	1.979	5.169749	6.176516	2.931466	10.418689	2.840592	3.706647	2.876246	2.276836	2.062687	2.215068	14.664857	2.260119	0.91588	16.053039	6.846672	3.003263	2.764941	55.202311	3.871257	2.814368	2.145037	5.32787	4.443542	2.026733	6.661513	4.575338	0.292113	2.109522	1.725553	8.580992	2.080218	1.292808	3.785743	0.597857	2.310745	1.859428	0.860454	2.961896	1.618721	4.750913	4.199913	1.06359	5.796996	3.874482	2.363035	7.63335	2.541708
hsa-miR-19a-3p	0.344699	13.931906	20.60049	9.439404	8.394056	13.863154	10.447294	11.807212	14.757316	6.58371	4.210056	8.500392	9.976971	9.590861	11.016986	7.022441	12.490559	20.400729	13.818868	17.568054	12.19718	34.927008	14.464971	21.59982	19.074922	14.686121	7.766217	10.882743	19.494698	11.753151	7.116956	8.381589	22.112128	7.955532	10.294816	29.932036	6.236193	26.216292	0.842706	16.959365	6.895509	4.668364	4.541836	20.790141	21.350289	9.800069	10.876718	21.10072	17.987193	11.900006	4.476917	12.604668	5.937487	14.058304	10.102541	15.832009	28.433618	8.153003	6.742373	77.317637	7.710176	6.883772	10.642113	4.553672	14.868529	8.306508	4.161649	7.910419	16.485841	18.885928	47.16597	8.151715	27.034983	52.587993	11.613772	18.293395	25.740445	33.032789	5.554426	23.645214	18.652235	6.536195	2.336907	11.250785	8.627767	13.76534	18.028551	5.494437	9.901174	5.97857	18.485963	20.76361	4.302274	6.911091	5.260844	15.04456	5.43518	13.826676	17.138946	6.692287	15.123424	22.900053	10.731654
hsa-miR-19b-3p	32.746404	51.88434	113.989381	69.05669	144.797469	98.866177	66.672731	193.082641	129.967938	61.279149	39.995537	71.190787	62.979634	80.634276	48.423496	49.795487	86.262923	148.805326	150.659364	98.221395	53.571931	159.052222	97.000389	100.223168	105.609934	59.478789	114.375197	59.310947	161.372774	83.391399	85.008088	77.180463	88.829755	77.825858	172.844549	161.985136	49.577733	312.667829	18.539532	90.764007	65.396115	72.359644	39.006353	162.919089	140.047727	128.665424	99.703247	141.809245	77.628945	116.23757	35.069175	86.263198	88.749832	113.334231	168.52875	72.827244	168.755371	75.847625	78.5633	317.495829	145.140689	69.543744	117.350874	100.18078	153.670113	47.623979	37.454838	57.821386	236.06809	180.832764	310.382522	79.371959	185.558282	329.40395	74.659968	142.125608	149.723591	145.983612	122.197374	191.864021	73.276633	31.373739	41.188001	50.628532	53.923541	115.485827	79.741666	58.176401	116.484408	114.190673	176.540941	237.386959	62.813205	51.931907	77.091611	101.748732	65.222161	91.468782	112.663362	188.792954	94.994006	92.109099	82.464281
hsa-miR-20a-5p	109.614275	83.111025	140.083336	171.399699	95.832142	126.592485	330.039522	138.908375	193.139608	101.28785	83.148617	139.548111	125.647489	107.275555	65.845705	87.461306	140.128458	125.404489	94.709802	140.544434	102.838976	151.529482	467.133459	111.455076	143.759779	116.754661	81.89829	73.458512	172.925187	158.387691	89.752727	88.355914	278.689055	112.069234	116.493975	200.133813	91.672033	167.707158	121.349661	285.639672	70.957008	102.237173	89.50088	154.981036	162.160527	93.574853	157.712408	164.771792	117.390115	122.612574	68.894763	110.684742	78.437351	202.890838	122.148902	117.156872	155.830998	61.765165	94.39322	423.327772	137.430514	178.448536	95.491397	191.254218	218.12905	113.522275	205.109831	108.674074	142.190381	162.891131	280.713604	141.582411	152.993419	741.561087	96.781438	111.871146	142.430463	142.786891	93.869804	133.088775	146.553268	98.042933	54.333108	116.023719	67.727967	173.228741	176.818474	109.242356	125.220737	71.742831	225.990893	127.99062	61.522522	171.197578	108.96019	114.813744	101.291991	127.630858	162.063851	96.862057	176.282407	152.667015	124.261247
hsa-miR-21-5p	55847.78369	89204.070233	196392.716761	27093.075998	35816.038661	53678.496685	80130.27206	32417.394663	33505.838588	20505.725168	52648.862332	69052.939379	76066.304459	77693.078237	167512.241667	35551.424375	51027.446052	87240.723214	10361.454393	32641.4448	35289.553904	52041.241813	60403.164255	111881.88872	69974.258159	77601.462735	57959.984217	112458.999265	117499.956682	39959.031879	39487.642392	80891.060657	18920.356313	58737.076585	49208.13897	39105.912457	33316.859396	65695.712903	28014.917581	87617.104017	24193.892807	50367.446936	14692.571163	68533.369125	62932.263918	79582.567632	29576.212857	70965.75198	13823.632708	83464.738096	54645.23551	58313.52694	41139.610358	14495.326831	31825.299513	48895.182988	89183.704072	52615.767064	75667.597508	67831.695405	52028.270108	32037.954647	63154.903444	59057.708687	47109.600995	79486.081892	15929.404167	36069.998915	22622.008961	25294.868361	48732.338432	123174.123199	53195.626966	27892.249114	81042.009784	46112.020305	84262.63491	141311.071369	18391.260443	32994.531204	152539.745915	45827.881061	45789.081781	45737.604974	41297.23648	18716.391127	34718.134023	74101.546262	41094.534083	19802.814832	52025.506927	56135.507667	28796.412931	72136.972279	53227.508065	124356.350183	122120.58985	68126.692768	59359.729324	9830.265979	85484.207131	22573.85394	59454.205077
hsa-miR-22-3p	221344.656925	73316.893688	72814.493957	136849.991482	43567.949536	144079.758376	148552.546374	38889.48311	47659.657973	150947.763072	74979.5286	147064.230028	95693.190656	54052.671587	66952.783762	87802.212323	57903.498722	74930.682516	146022.626543	61293.344184	186724.731624	200280.06087	113622.343444	65648.767902	81945.400127	61130.243861	101135.915152	66902.749631	65380.522054	76186.158708	118203.553652	122588.416156	125649.11485	50871.47665	42689.352829	40892.444216	156993.656236	28867.22104	132673.10129	111072.376757	151444.497831	108242.556993	309544.801202	39071.096607	59207.909368	132299.352276	182331.859537	56014.961652	181685.343367	145902.269701	72953.831806	152120.223325	151678.465602	213500.345991	97446.812415	92383.734669	44891.143557	93656.495264	50019.904657	67003.135477	33834.688678	89541.097795	68521.404885	111045.841815	45422.151909	151617.027898	154633.985965	183261.970065	20300.710906	92692.137174	78751.197215	76810.603068	34196.486561	129377.724168	74282.794252	130351.697555	50232.050113	117888.16057	220115.243236	97751.340177	115011.45114	125785.160487	56055.994648	98466.869603	83487.015425	217370.963359	84660.685349	61623.677536	84890.632789	33589.99331	53137.437586	55391.116708	88545.538712	207115.500507	82589.092406	63522.881585	105767.12131	109663.091761	123393.097845	83201.688991	135874.50961	211607.171481	76206.880288
hsa-miR-23a-3p	2801.713294	5119.254712	2550.340731	2648.497968	2823.200892	3019.248992	4084.037275	4317.619556	2713.53383	5290.011174	3295.421772	3349.15469	2589.024205	3283.98184	2006.628639	3563.569368	3282.284682	3115.311525	3440.561007	3347.512882	5167.778203	7520.590817	5499.24144	4289.292447	4211.835849	2501.780693	3311.938581	4184.958742	3321.679837	2089.26238	3237.81982	2011.58126	3034.317643	3348.933092	2594.835575	2364.924347	3895.12595	3145.183892	3051.438354	5496.247503	3876.165567	2198.332646	1764.636733	7210.398098	3518.730937	3935.834204	3377.825152	2704.925991	3718.142547	3616.858442	3118.17193	3682.138635	3372.493676	5133.710959	4475.425568	2302.37001	3794.595546	2809.82086	3212.300903	3223.761626	2788.919582	4399.612465	4734.877629	3159.109848	3500.636082	2431.591754	2983.109451	5827.90622	2570.875378	3650.177834	2908.314672	2285.054305	4173.218044	2154.297795	4050.994416	3443.37983	2205.527155	2647.95093	7962.82534	3530.568198	3375.610253	5463.605814	2506.333747	1898.569954	3678.016925	5681.151858	3643.847377	1951.1719	2581.585678	3210.491674	2483.589084	3479.919266	2545.225506	5594.428791	5308.192429	3333.161769	3119.546291	2435.0904	3106.181815	4209.448879	3054.458978	5631.886234	3169.791416
hsa-miR-24-1-5p	4.481087	6.245338	12.360294	7.452161	9.09356	14.592796	2.469359	7.292691	9.06151	17.218935	2.105028	9.562941	11.224093	3.196953	4.355553	8.937652	5.85495	8.400299	13.144779	9.582576	17.219548	11.28411	0.850881	9.935917	4.65242	3.67153	7.766217	3.808959	12.635452	2.238696	10.675433	9.778521	20.968397	5.880177	6.501988	5.869026	13.096007	15.421348	2.949471	3.925779	18.462169	8.86989	18.167344	17.010114	9.404294	16.754956	12.387373	7.447313	10.413638	19.656261	3.979483	9.453501	9.99998	18.223727	13.77619	3.958	9.600962	13.835396	5.276642	11.515392	9.333373	10.943432	22.72235	4.553672	12.032334	4.430137	1.981738	12.619	11.90644	20.302371	7.607413	8.151716	10.752548	6.133589	9.401626	11.961065	7.722133	13.852461	7.220755	10.133666	7.549713	7.189816	5.550154	5.976979	6.470825	11.977634	4.853841	4.848032	11.357229	14.348568	4.159341	8.367425	11.185912	3.554276	10.521688	4.750912	6.423396	4.254361	10.585819	8.10119	8.034319	7.63335	9.602007
hsa-miR-24-3p	1090.627567	883.474989	999.810475	697.52226	1485.747945	1245.130116	927.054896	1111.61427	891.39366	1331.175564	1006.203515	1176.950192	956.853959	955.178709	743.774637	1080.817439	660.047975	2781.099557	2231.578614	797.749376	1580.372001	2700.126389	987.8724	832.4571	1055.168862	787.176079	2982.933387	761.247859	1456.687118	631.312073	2070.63895	1144.78531	1339.308692	1027.647201	1383.298229	688.730293	1701.545178	1428.01681	823.323743	3191.187157	2563.127272	1028.907439	2508.161949	1093.5613	788.435662	3137.602776	2119.449321	1127.026641	991.189112	1911.119909	1018.249655	914.626221	2415.932972	1814.909749	2431.497883	671.673008	1213.413877	1936.461437	1075.848181	985.388609	1372.546661	927.367566	2218.449224	1029.129839	632.900843	1252.067627	931.218448	1642.541771	1087.149649	2439.589817	1285.653095	867.943087	1050.677686	902.140485	970.579554	1796.974269	676.115697	1588.237774	2959.9537	1997.007196	910.406662	1231.419234	1087.538519	755.912109	1047.842258	2097.515806	824.459478	657.393346	2332.309043	1189.137421	919.214493	1745.382965	1834.920009	1430.200753	1870.230332	1012.340493	1131.258613	681.761494	1407.913957	1556.837426	1272.258018	1550.587995	776.350378
hsa-miR-25-3p	18842.280226	7827.328926	12279.952425	6362.654937	7651.881703	7704.630184	5176.539328	6771.783265	8221.37838	10556.219694	17358.58946	9529.2943	8399.986779	7677.661818	7770.049378	13332.422546	5826.065064	7844.080818	8698.471634	6078.546772	6569.975705	15149.724025	5429.469229	9823.166586	9497.450241	12500.826094	10813.398278	9052.809597	12004.040457	10217.96497	8411.8472	9215.556647	12652.711883	9993.531807	9042.099838	8338.126371	6959.902842	7311.261015	10937.902261	9816.331648	5630.293971	7233.163311	10653.276267	13925.990889	7578.081691	8931.3404	12698.568078	8830.961209	6228.302944	7890.342281	9144.846882	6543.004369	9359.044951	14185.176332	10030.90459	9007.226123	7405.295745	6715.849857	9407.368885	10142.319286	9516.792427	11575.149869	7337.881063	8641.73076	7995.143064	9301.073809	38587.798005	7928.875552	6906.19373	8267.315208	7280.295955	9419.949733	8382.687537	66306.923237	8973.574799	6922.642858	10710.170308	6695.000277	9241.45424	5546.491559	9360.756856	9400.356357	8206.92852	10631.640161	9702.78638	11193.723007	7416.668227	11664.368697	9960.290465	9009.105961	8746.171093	6219.786236	6632.386143	5383.14689	11128.406701	9647.521801	7436.561567	7857.806461	11425.627563	5311.210745	8867.524952	20946.932436	7195.573363
hsa-miR-26a-5p	1110.620108	1820.275537	1595.851336	1485.464064	3671.700071	2289.244494	3307.233454	3884.919971	3120.007272	1648.712976	1575.087409	1753.91434	1807.702592	2119.225055	1656.9034	1673.256059	2335.344185	3989.542822	2556.15348	2185.625661	1525.843431	3983.828262	3125.284514	1702.065891	1554.37353	1471.549312	2911.625393	1456.110986	2380.880179	2191.682689	2516.239505	1796.104587	1257.722569	2417.44406	2935.648182	2678.91728	2083.823787	5139.549705	1709.007728	3771.103217	2447.905551	2178.725515	2650.561854	5039.907623	2391.994858	2768.045329	1830.91417	3042.227197	1355.193138	3837.327325	2294.66812	1908.031618	2202.808368	1830.530087	3557.93118	1798.120498	4097.764385	3461.566877	2871.37136	1952.133252	4106.142344	2038.831887	3939.595366	2164.132549	2945.515694	1500.709097	1364.822613	2196.271026	4810.660111	4720.065681	2476.974254	1458.298833	4016.845256	2517.587319	2441.657387	3047.961058	2594.636886	2400.205021	2052.91591	4229.790945	1951.378957	1309.853578	2408.183607	1235.476818	1891.206449	2555.168623	1989.381184	1560.09719	2540.233715	3035.319596	3199.920138	3641.689492	2783.571504	2445.736093	5025.42202	2031.015543	1855.619879	1729.398116	2196.053399	2869.934691	1947.140799	1415.732129	2138.9879
hsa-miR-26b-5p	131.330311	358.386264	1220.235724	519.664017	1196.852509	859.150723	512.202343	1232.464555	948.610624	677.109275	341.014582	553.942251	598.930093	560.532541	335.121331	333.885127	578.859339	609.621823	1914.081699	428.820235	785.402796	1491.114573	220.37808	404.780645	427.5574	273.161848	1227.768322	301.451975	940.077633	486.356552	1108.26828	537.469369	549.753239	530.599396	1072.286408	807.871539	996.855401	2003.233087	191.294258	433.091928	1592.640047	605.48682	607.002977	1758.089728	692.359365	1808.586946	910.320857	1012.834513	637.125381	1484.844648	591.201618	722.798929	1211.560228	1236.783675	1850.142583	397.779242	1119.250596	1530.293713	805.566973	1076.41505	1194.536273	520.519022	1087.221322	536.194861	1166.448967	320.631205	167.258645	954.523761	1616.528339	2789.923792	823.122279	452.20564	970.801605	1561.551684	538.104788	1205.253299	753.337032	949.426269	887.5973	1650.435918	509.82773	274.520213	683.253452	387.800493	495.233808	1350.612113	601.182812	388.81229	623.774002	874.664677	973.748083	1860.047683	876.803511	565.327178	976.797245	484.197273	477.060577	442.985433	854.426836	1529.363822	773.185036	462.07217	702.076041
hsa-miR-27a-3p	640.106002	708.605549	1009.424038	379.563392	733.780411	748.245492	606.133017	648.702109	583.30233	990.595172	408.375486	615.924281	586.770659	592.146861	493.458473	455.181828	504.306316	988.835397	922.830727	389.691386	687.107863	1174.084807	599.019957	631.146768	517.349106	324.563272	1107.038947	651.876293	845.131235	449.418079	735.418836	630.714541	498.285359	565.188668	769.40207	479.792939	881.797647	1145.806146	518.264178	1415.321811	1105.505732	684.382174	1184.884772	1360.809077	634.916922	1728.92187	661.667003	800.89641	476.660666	1367.225827	666.314318	495.127114	837.185929	841.241998	1328.024906	428.651662	957.511314	1217.020801	909.340884	642.120235	1118.516637	723.855039	1260.659011	572.624236	702.172713	548.783291	594.917596	1631.994551	759.951494	1377.256335	657.280637	535.867973	547.151157	458.712092	523.172797	781.690843	396.402856	984.057417	1045.898446	905.273899	654.604592	596.10103	605.843377	364.947336	558.216502	1385.829927	436.845642	376.853807	831.989879	413.119134	691.837152	1006.260384	805.815986	743.238386	1478.297395	618.806492	791.559858	484.465462	674.971999	760.102978	698.985739	463.598839	560.870077
hsa-miR-28-5p	41.363877	96.562521	98.195672	81.476959	132.206385	90.110502	132.775611	130.226603	129.967939	72.167593	66.30839	83.941377	80.127555	116.155983	72.25093	52.987507	106.560081	66.002361	91.676391	86.243176	90.163474	120.901182	148.053228	97.199193	104.214208	76.367828	79.074211	90.870901	119.495276	78.354335	103.986639	73.688134	85.398562	89.586208	124.079628	101.827614	92.919272	97.925558	77.950303	179.486611	143.248631	91.966771	46.219858	103.194693	84.384473	102.742658	77.647679	103.331462	67.688653	117.406321	89.040886	63.023341	104.062305	87.473894	110.66874	75.597846	108.195456	124.765633	104.653352	133.797897	133.237261	68.308194	93.765647	104.734453	121.956314	69.220899	51.723347	111.122537	142.648322	111.899125	122.479377	75.081583	107.525494	60.129292	115.031651	102.724449	74.64729	107.090168	128.862688	130.386465	99.922684	88.89226	83.544455	67.153122	80.238229	70.25686	106.091086	75.952525	95.226003	129.734952	118.77231	193.690405	131.649593	115.908856	123.731022	117.981017	109.444764	67.006201	96.280544	124.335658	90.740542	69.209046	117.765773
hsa-miR-29a-3p	6688.883664	5460.346195	5529.858349	3557.16478	10235.851995	7941.033442	6105.208813	8928.683053	11289.346693	4871.69235	4469.501298	5963.3796	6208.170765	4355.316533	7875.095053	6339.98699	4829.162335	14029.702261	4104.2037	4592.449092	3614.909641	5932.755302	5149.529507	5458.706757	3259.485469	3653.906874	13851.401202	4201.826992	9006.911233	5948.773055	7019.69143	11605.00786	2844.839583	8840.671446	9689.047779	7035.789324	7985.756538	17391.425037	8379.446907	11486.043934	8913.445799	13417.812047	10230.351219	10624.51687	6711.86997	6538.859011	4799.351746	15586.294342	2873.21773	15864.940866	7194.901293	4543.982808	5853.114025	2555.313785	10429.495743	5010.435268	12000.094532	14642.049874	9968.744705	5337.110381	14542.068955	5868.503375	16027.598167	8572.287265	6665.398115	6209.391559	4907.574734	7423.73886	9531.792943	15316.960173	5265.852515	8528.409584	6192.546826	3557.783849	5122.779695	7732.477389	9013.445949	9438.852847	4253.024106	9642.518151	6700.148909	3645.236227	5839.056566	5563.86473	7064.846726	5855.45322	5540.312184	5163.478922	15471.167779	6070.639189	11877.693172	8759.764709	11558.060051	5387.096088	19146.844747	5898.259186	7813.56542	5252.541581	5951.246758	5199.907436	8581.125119	2108.840386	5645.414325
hsa-miR-30a-5p	31079.438636	65004.830531	22492.302284	58238.637068	55833.764114	47815.477047	52480.083177	42550.413324	46936.290596	28971.616866	27193.807847	51641.656031	52187.045773	89257.880489	63031.505507	31242.199506	57380.066239	80191.070837	28282.503496	42909.97251	31767.438498	30299.985388	66309.126631	68958.29247	71755.669788	42691.084788	29229.217076	89286.91916	52670.701348	52348.531276	28594.745069	38654.489617	31692.397434	69806.680573	57079.338896	61712.523326	47176.174004	60769.748867	41658.327389	34884.314363	30769.761196	56131.942906	36487.771777	99662.632754	78482.390967	20515.654344	37195.051574	50299.769846	32204.652619	39172.804996	37295.196647	41224.354426	27331.511251	27653.552698	33705.290516	44052.17122	78120.81112	35074.460375	55932.965572	60773.307976	62549.008655	56245.707576	59026.338658	47113.427412	68542.02646	52579.087644	37074.543253	33239.764389	53074.563627	29386.032626	83305.756449	47058.561062	94977.883542	27523.328761	75797.008957	41341.665737	66992.083096	47408.977355	20072.029801	39586.816784	34478.654517	63037.683784	52217.623376	54832.106646	50444.394691	30139.834393	51493.006657	58842.845496	52140.168016	39944.01668	57968.743933	57397.749291	41601.702324	23095.086333	38392.836184	83040.426315	43364.583972	70126.242871	33876.637901	28114.300046	44101.793874	26848.530398	52837.011331
hsa-miR-30a-3p	23355.768641	23025.596755	11001.348645	23552.305973	36152.500415	23689.576259	14586.322288	22452.45514	18959.526377	23493.463517	24416.223031	19736.849096	26457.99414	26938.597175	21402.928572	20583.411593	25539.679971	38666.584261	25105.17507	15907.074577	13398.722978	9793.533024	13089.947441	27268.046004	24155.830017	19775.596071	23370.665304	31218.780129	24687.146207	27912.612533	17411.238696	18112.612929	13683.975763	25355.664167	36954.59823	29221.590978	18800.873691	33074.935796	12578.650804	8765.322118	20024.779345	21056.189365	47012.54081	54664.456616	32556.394625	12160.937367	16179.722049	22502.365295	15876.539678	16470.991233	25673.869113	21441.721925	19588.400771	15945.762018	25663.668047	23668.854515	24710.290976	26423.878513	37282.096774	21904.470493	35639.816813	23890.216909	44185.479958	22215.088136	28745.764837	22329.000842	22469.137906	19558.131588	28108.130632	21865.183741	25973.996334	22282.497239	24324.110105	12825.638328	24788.214567	17306.958947	32676.208364	18590.000763	10114.610034	18993.186803	15853.510686	21064.197206	48031.052827	33089.613205	21041.828705	15925.245275	23975.891668	27328.365066	27265.214028	29186.179221	23023.804373	26565.026208	27421.836279	8997.44961	24298.425872	24724.150078	16958.997007	30313.924047	14538.614547	17453.485958	19540.408607	10583.38647	23480.009614
hsa-miR-31-5p	0.344699	2.882463	0.686683	3.477676	21.684645	2.918559	1.329655	6.945419	7.508109	2.785416	2.105028	1.770915	3.117804	6.03869	1.024836	NA	8.58726	NA	NA	3.194192	NA	0.537339	3.403523	5.615954	1.395726	2.202918	2.118059	5.441372	13.718491	1.679022	2.767705	0.349233	NA	2.075356	8.669319	9.683894	0.623619	7.325141	2.528118	1.099218	1.557051	2.334182	NA	12.474086	8.641784	3.477445	NA	11.791578	NA	4.993753	1.989742	1.96948	2.187496	NA	5.051269	0.7916	6.277552	2.96473	4.983493	13.160448	4.869585	3.706647	4.31437	2.276836	10.48532	0.553767	NA	0.941717	15.34099	NA	9.128896	2.574225	8.294823	1.106058	2.765185	2.814368	6.006104	10.655738	0.555443	1.351156	10.214319	NA	1.75268	0.703174	0.431388	0.178771	9.707681	0.646404	2.620899	8.967855	6.470086	20.143802	2.581364	0.987298	2.225743	10.689555	4.446966	NA	0.252043	2.465579	4.72607	NA	6.495475
hsa-miR-32-5p	5.170485	5.764927	19.913807	5.464918	7.694551	5.837117	8.357834	10.765399	7.249207	7.849808	2.631285	3.54183	5.923827	9.946078	8.198687	3.830422	17.174519	15.600558	28.311828	2.395644	9.088096	33.852332	4.254405	8.639928	11.165808	2.202918	11.296316	9.250331	7.942284	6.716086	5.930797	10.127753	7.243629	3.113035	12.462146	8.510087	8.41886	23.903089	1.264059	16.33124	16.015376	7.002546	17.098675	21.168143	10.929314	30.980863	12.085242	11.791578	5.680167	18.27501	6.217938	9.453501	10.62498	10.934236	14.694605	3.958002	13.662908	19.764853	12.019012	29.062658	22.318932	6.35425	6.615368	5.69209	19.423627	2.768836	9.51234	9.417164	22.439062	30.217485	29.668917	5.57749	13.824707	53.090748	5.530368	5.628736	10.725185	18.647542	7.776197	10.809241	8.882016	1.960859	4.673816	3.51587	3.451106	13.229027	4.853841	7.110449	4.950587	8.369997	10.629429	20.453708	8.17432	9.280608	24.078481	10.689556	8.646878	6.381543	7.561299	6.340063	7.561712	7.124461	9.319593
hsa-miR-33a-5p	NA	4.804106	21.973856	3.974486	3.497523	4.377839	1.899507	5.556336	6.990307	6.330491	NA	1.062549	4.053144	2.841736	2.818299	3.192018	12.490559	1.800064	3.707502	0.798548	3.109085	2.149355	4.254404	6.911943	4.187178	NA	3.530099	3.80896	3.971142	2.798369	5.930796	2.095397	1.524974	3.113035	2.709162	6.74938	4.677145	17.734551	0.421353	1.727342	8.007688	1.867345	2.671668	12.096081	9.404293	6.322625	6.344752	5.27518	6.626861	10.093756	1.741024	3.545063	4.062492	8.157288	6.888096	1.979001	16.986317	6.176516	2.345173	27.965953	15.014555	3.000618	3.451497	NA	28.104098	1.107534	0.396347	8.475447	6.18219	32.578226	10.65038	0.858075	10.138118	3.720374	1.65911	6.332329	3.432059	12.254099	1.110885	10.809241	6.661512	0.65362	0.584226	1.757935	0.862776	12.335174	2.080218	0.969606	2.038477	0.597857	4.159341	7.127807	0.860455	3.554275	2.326912	6.73046	2.71759	2.658976	3.78065	5.987836	2.363035	2.03556	10.166829
